District,Title,AddressLine2,AddressLine1,AddressLine3,AddressLine4,Telephone,Fax,LastName,
IL14,US Representative,US House of Representatives,The Honorable Randy Hultgren,1797 State Street Suite A,"Geneva, IL 60134-4710",(630) 232-7104,(630) 232-7104,Hultgren,60134-4710
PA19,US Representative,US House of Representatives,The Honorable Todd Russell Platts,22 Chambersburg Street ,"Gettysburg, PA 17325-1101",(717) 338-1919,(717) 334-6314,Platts,17325-1101
VA07,US Representative,US House of Representatives,The Honorable Eric Cantor,4201 Dominion Boulevard Suite 110,"Glen Allen, VA 23060-6149",(804) 747-4073,(804) 747-5308,Cantor,23060-6149
NJ05,US Representative,US House of Representatives,The Honorable Scott Garrett,266 Harristown Road Suite 104,"Glen Rock, NJ 07452-3321",(201) 444-5454,(201) 444-5488,Garrett,07452-3321
AZ02,US Representative,US House of Representatives,The Honorable Trent Franks,7121 West Bell Road Suite 200,"Glendale, AZ 85308-8549",(623) 776-7911,(623) 776-7832,Franks,85308-8549
NY20,US Representative,US House of Representatives,The Honorable Chris P. Gibson,136 Glen Street ,"Glens Falls, NY 12801-4415",(518) 743-0964,(518) 743-1391,Gibson,12801-4415
CA03,US Representative,US House of Representatives,The Honorable Dan E. Lungren,2339 Gold Meadow Way Suite 220,"Gold River, CA 95670-6307",(916) 859-9906,(916) 859-9976,Lungren,95670-6307
IN03,US Representative,US House of Representatives,The Honorable Marlin A. Stutzman,320 North Chicago Avenue Suite 9B,"Goshen, IN 46528-2331",(574) 533-5802,(574) 534-2669,Stutzman,46528-2331
NY19,US Representative,US House of Representatives,The Honorable Nan Hayworth,225 Main Street Suite 3232G,"Goshen, NY 10924-2195",(845) 291-4100,(845) 291-4164,Hayworth,10924-2195
NC06,US Representative,US House of Representatives,The Honorable Howard Coble,PO Box 812 ,"Graham, NC 27253-0812",(336) 229-0159,(336) 228-7974,Coble,27253-0812
NE03,US Representative,US House of Representatives,The Honorable Adrian M. Smith,1811 West Second Street Suite 105,"Grand Island, NE 68803-5400",(308) 384-3900,(308) 384-3902,Smith,68803-5400
CO03,US Representative,US House of Representatives,The Honorable Scott R. Tipton,225 North 5th Street Suite 702,"Grand Junction, CO 81501-2658",(970) 241-2499,(970) 241-3053,Tipton,81501-2658
MI03,US Representative,US House of Representatives,The Honorable Justin Amash,110 Michigan Street Suite 166,"Grand Rapids, MI 49503-2313",(616) 451-8383,(616) 454-5630,Amash,49503-2313
CA04,US Representative,US House of Representatives,The Honorable Tom McClintock,8700 Auburn-Folsom Road Suite 100,"Granite Bay, CA 95746-8501",(916) 786-5560,(916) 786-6364,McClintock,95746-8501
IL12,US Representative,US House of Representatives,The Honorable Jerry F. Costello,2060 Delmar Avenue Suite B,"Granite City, IL 62040-4625",(618) 451-7065,(618) 451-2126,Costello,62040-4625
NC06,US Representative,US House of Representatives,The Honorable Howard Coble,PO BOX 807 ,"Granite Quarry, NC 28072-0807",(704) 209-0426,(704) 209-0428,Coble,28072-0807
MT01,US Representative,US House of Representatives,The Honorable Denny Rehberg,"105 Smelter Avenue, NE Suite 116","Great Falls, MT 59404-1953",(406) 454-1066,(406) 454-1130,Rehberg,59404-1953
CO04,US Representative,US House of Representatives,The Honorable Cory Gardner,822 Seventh Street ,"Greeley, CO 80631-3933",(970) 931-6007,(970) 351-6068,Gardner,80631-3933
MD05,US Representative,US House of Representatives,The Honorable Steny H. Hoyer,6500 Cherrywood Lane Suite 310,"Greenbelt, MD 20770-1287",(301) 474-0119,(301) 474-4697,Hoyer,20770-1287
NC13,US Representative,US House of Representatives,The Honorable Brad Miller,125 South Elm Street Suite 504,"Greensboro, NC 27401-2246",(336) 574-2909,(336) 574-0607,Miller,27401-2246
NC12,US Representative,US House of Representatives,The Honorable Mel Watt,301 South Green Street Suite 210,"Greensboro, NC 27401-2615",(336) 275-9950,(336) 379-9951,Watt,27401-2615
NC06,US Representative,US House of Representatives,The Honorable Howard Coble,2102 North Elm Street Suite B,"Greensboro, NC 27408-5100",(336) 333-5005,(336) 333-5048,Coble,27408-5100
PA18,US Representative,US House of Representatives,The Honorable Tim Murphy,2040 Frederickson Place ,"Greensburg, PA 15601-9688",(724) 850-7312,(724) 850-7315,Murphy,15601-9688
MS02,US Representative,US House of Representatives,The Honorable Bennie G. Thompson,910 Courthouse Lane ,"Greenville, MS 38701-3764",(662) 335-9003,(662) 334-1304,Thompson,38701-3764
NC03,US Representative,US House of Representatives,The Honorable Walter B. Jones,1105-C Corporate Drive ,"Greenville, NC 27858-4211",(252) 931-1003,(252) 931-1002,Jones,27858-4211
SC04,US Representative,US House of Representatives,The Honorable Trey Gowdy,104 South Main Street Suite 801,"Greenville, SC 29601-2742",(864) 241-0175,(864) 241-0982,Gowdy,29601-2742
LA02,US Representative,US House of Representatives,The Honorable Cedric L. Richmond,200 Derbigny Street Suite 3200,"Gretna, LA 70053-5876",(504) 483-2325,(504) 483-7944,Richmond,70053-5876
MS04,US Representative,US House of Representatives,The Honorable Steven M. Palazzo,1325 25th Avenue ,"Gulfport, MS 39501",(228) 864-7670,,Palazzo,39501
NJ09,US Representative,US House of Representatives,The Honorable Steve R. Rothman,25 Main Street Suite 101,"Hackensack, NJ 07601-7089",(201) 646-0808,(201) 646-1944,Rothman,07601-7089
NJ01,US Representative,US House of Representatives,The Honorable Robert E. Andrews,515 Grove Street Suite 3C,"Haddon Heights, NJ 08035-1733",(856) 546-5100,(856) 546-9529,Andrews,08035-1733
GU01,US Representative,US House of Representatives,The Honorable Madeleine Z. Bordallo,120 Father Duenas Avenue Suite 107,"Hagatna, GU 96910-5058",(671) 477-4272,(671) 477-2587,Bordallo,96910-5058
MD06,US Representative,US House of Representatives,The Honorable Roscoe G. Bartlett,1800 Dual Highway Suite 301,"Hagerstown, MD 21742-6646",(301) 797-6043,(301) 797-2385,Bartlett,21742-6646
NJ04,US Representative,US House of Representatives,The Honorable Chris Smith,1540 Kuser Road Suite A-9,"Hamilton, NJ 08619-3828",(609) 585-7878,(609) 585-9155,Smith,08619-3828
LA01,US Representative,US House of Representatives,The Honorable Steve Scalise,112 South Cate Street ,"Hammond, LA 70403",(985) 340-2185,(985) 340-3122,Scalise,70403
MO09,US Representative,US House of Representatives,The Honorable Blaine Luetkemeyer,201 North 3rd Street Suite 120,"Hannibal, MO 63401-3550",(573) 231-1012,(573) 231-1014,Luetkemeyer,63401-3550
IL19,US Representative,US House of Representatives,The Honorable John M. Shimkus,110 East Locust Street Room 12,"Harrisburg, IL 62946-1557",(618) 252-8271,(618) 252-8317,Shimkus,62946-1557
PA17,US Representative,US House of Representatives,The Honorable Tim Holden,1721 North Front Street Suite 105,"Harrisburg, PA 17102-2391",(717) 234-5904,(717) 234-5918,Holden,17102-2391
AR03,US Representative,US House of Representatives,The Honorable Steve Womack,303 North Main Street Suite 102,"Harrison, AR 72601-3508",(870) 741-6900,(870) 741-7741,Womack,72601-3508
VA06,US Representative,US House of Representatives,The Honorable Bob Goodlatte,"Two South Main Street 1st Floor, Suite A","Harrisonburg, VA 22801-3728",(540) 432-2391,(540) 432-6593,Goodlatte,22801-3728
MO04,US Representative,US House of Representatives,The Honorable Vicky Hartzler,1909 North Commercial Street ,"Harrisonville, MO 64701-1252",(816) 884-3411,,Hartzler,64701-1252
CT01,US Representative,US House of Representatives,The Honorable John B. Larson,221 Main Street Second Floor,"Hartford, CT 06106-1864",(860) 278-8888,(860) 278-2111,Larson,06106-1864
MS04,US Representative,US House of Representatives,The Honorable Steven M. Palazzo,701 Main Street Suite 215,"Hattiesburg, MS 39401-3478",(601) 582-3246,,Palazzo,39401-3478
NY02,US Representative,US House of Representatives,The Honorable Steve Israel,150 Motor Parkway Suite 108,"Hauppauge, NY 11788-5152",(631) 951-2210,(631) 951-3308,Israel,11788-5152
MA05,US Representative,US House of Representatives,The Honorable Niki Tsongas,10 Welcome Street ,"Haverhill, MA 01830-5631",,,Tsongas,01830-5631
KY05,US Representative,US House of Representatives,The Honorable Hal Rogers,601 Main Street ,"Hazard, KY 41701-1354",(606) 439-0794,(606) 439-4647,Rogers,41701-1354
PA11,US Representative,US House of Representatives,The Honorable Lou Barletta,1 South Church Street Suite 100,"Hazleton, PA 18201-6200",(570) 751-0050,(570) 751-0054,Barletta,18201-6200
MT01,US Representative,US House of Representatives,The Honorable Denny Rehberg,950 North Montana Avenue ,"Helena, MT 59601-3858",(406) 443-7878,(406) 443-8890,Rehberg,59601-3858
CA45,US Representative,US House of Representatives,The Honorable Mary Bono Mack,1600 East Florida Avenue Suite 301,"Hemet, CA 92544-8639",(951) 658-2312,(951) 652-2562,Bono Mack,92544-8639
KY01,US Representative,US House of Representatives,The Honorable Ed Whitfield,222 First Street Suite 224,"Henderson, KY 42420-3821",(270) 826-4180,(270) 826-6783,Whitfield,42420-3821
MS01,US Representative,US House of Representatives,The Honorable Alan Nunnelee,133 East Commerce Street ,"Hernando, MS 38632-2343",(662) 449-3090,(662) 449-4836,Nunnelee,38632-2343
VA10,US Representative,US House of Representatives,The Honorable Frank R. Wolf,13873 Park Center Road Suite 130,"Herndon, VA 20171-3248",(703) 709-5800,(703) 709-5802,Wolf,20171-3248
NC10,US Representative,US House of Representatives,The Honorable Patrick T. McHenry,"87 Fourth Street, NW Suite A","Hickory, NC 28603-6142",(828) 327-6100,(828) 327-8311,McHenry,28603-6142
NC06,US Representative,US House of Representatives,The Honorable Howard Coble,1634 North Main Street Suite 101,"High Point, NC 27262-2644",(336) 886-5106,(336) 886-8740,Coble,27262-2644
NM02,US Representative,US House of Representatives,The Honorable Steve E. Pearce,200 East Broadway Suite 200,"Hobbs, NM 88240-8425",(855) 473-2723,,Pearce,88240-8425
MI02,US Representative,US House of Representatives,The Honorable Bill Huizenga,184 South River Avenue ,"Holland, MI 49423-2848",(616) 395-0030,(616) 395-0271,Huizenga,49423-2848
PA09,US Representative,US House of Representatives,The Honorable Bill Shuster,310 Penn Street Suite 200,"Hollidaysburg, PA 16648-2004",(814) 696-6318,(814) 696-6726,Shuster,16648-2004
MA01,US Representative,US House of Representatives,The Honorable John W. Olver,57 Suffolk Street Suite 310,"Holyoke, MA 01040-5055",(413) 532-7010,(413) 532-6543,Olver,01040-5055
IL02,US Representative,US House of Representatives,The Honorable Jesse L. Jackson,17926 South Halsted Street ,"Homewood, IL 60430-2029",(708) 798-6000,(708) 798-6160,Jackson,60430-2029
HI01,US Representative,US House of Representatives,The Honorable Colleen W. Hanabusa,300 Ala Moana Boulevard Room 4-104,"Honolulu, HI 96850-4104",(808) 541-2570,(808) 533-0133,Hanabusa,96850-4104
HI02,US Representative,US House of Representatives,The Honorable Mazie K. Hirono,300 Ala Moana Boulevard Room 5104,"Honolulu, HI 96850-5104",(808) 541-1986,(808) 538-0233,Hirono,96850-5104
KY01,US Representative,US House of Representatives,The Honorable Ed Whitfield,1403 South Main Street ,"Hopkinsville, KY 42240-2107",(270) 885-8079,(270) 885-8598,Whitfield,42240-2107
AR04,US Representative,US House of Representatives,The Honorable Mike A. Ross,300 Exchange Street Suite A,"Hot Springs, AR 71901-4034",(501) 520-5892,(501) 520-5873,Ross,71901-4034
LA03,US Representative,US House of Representatives,The Honorable Jeffrey M. Landry,423 Lafayette Street Suite 107,"Houma, LA 70360-4802",(985) 879-2300,(985) 879-2306,Landry,70360-4802
TX18,US Representative,US House of Representatives,The Honorable Sheila Jackson Lee,1919 Smith Street Suite 1180,"Houston, TX 77002-8098",(713) 655-0050,(713) 655-1612,Jackson Lee,77002-8098
TX18,US Representative,US House of Representatives,The Honorable Sheila Jackson Lee,420 West 19th Street ,"Houston, TX 77008-3914",(713) 861-4070,(713) 861-4323,Jackson Lee,77008-3914
TX18,US Representative,US House of Representatives,The Honorable Sheila Jackson Lee,3300 Lyons Avenue Suite 301,"Houston, TX 77020-8254",(713) 227-7740,(713) 227-7707,Jackson Lee,77020-8254
TX07,US Representative,US House of Representatives,The Honorable John Abney Culberson,10000 Memorial Drive Suite 620,"Houston, TX 77024-3490",(713) 682-8828,(713) 680-8070,Culberson,77024-3490
TX29,US Representative,US House of Representatives,The Honorable Gene Green,11811 I-10 East Suite 430,"Houston, TX 77029-1951",(713) 330-0761,(713) 330-0807,Green,77029-1951
TX09,US Representative,US House of Representatives,The Honorable Al Green,3003 South Loop West Suite 460,"Houston, TX 77054-1301",(713) 383-9234,(713) 383-9202,Green,77054-1301
TX22,US Representative,US House of Representatives,The Honorable Pete Olson,17225 El Camino Real Suite 447,"Houston, TX 77058-2778",(281) 486-1095,(281) 486-1479,Olson,77058-2778
TX29,US Representative,US House of Representatives,The Honorable Gene Green,256 North Sam Houston Parkway East Suite 29,"Houston, TX 77060-2028",(281) 999-5879,(281) 999-5716,Green,77060-2028
TX10,US Representative,US House of Representatives,The Honorable Michael T. McCaul,1550 Foxlake Drive Suite 120,"Houston, TX 77084-6043",(281) 398-1247,(281) 579-3401,McCaul,77084-6043
TX18,US Representative,US House of Representatives,The Honorable Sheila Jackson Lee,6719 West Montgomery Road Suite 204,"Houston, TX 77091-3105",(713) 691-4882,(713) 699-8292,Jackson Lee,77091-3105
CA46,US Representative,US House of Representatives,The Honorable Dana Rohrabacher,101 Main Street Room 380,"Huntington Beach, CA 92648-8149",(714) 960-6483,(714) 960-7806,Rohrabacher,92648-8149
WV03,US Representative,US House of Representatives,The Honorable Nick J. Rahall,845 Fifth Avenue Room 145,"Huntington, WV 25701-2086",(304) 522-6425,(304) 529-5716,Rahall,25701-2086
AL05,US Representative,US House of Representatives,The Honorable Mo Brooks,2101 West Clinton Avenue Suite 302,"Huntsville, AL 35805-3109",(256) 551-0190,(256) 551-0194,Brooks,35805-3109
TX08,US Representative,US House of Representatives,The Honorable Kevin Brady,1202 Sam Houston Avenue Suite 8,"Huntsville, TX 77340-4638",(936) 439-9532,(936) 439-9546,Brady,77340-4638
KS01,US Representative,US House of Representatives,The Honorable Tim Huelskamp,One North Main Street Suite 525,"Hutchinson, KS 67504-5228",(620) 665-6138,(620) 665-6360,Huelskamp,67504-5228
MA10,US Representative,US House of Representatives,The Honorable William R. Keating,297 North Street Suite 312,"Hyannis, MA 02061-5134",(508) 771-0666,(508) 790-1959,Keating,02061-5134
MD08,US Representative,US House of Representatives,The Honorable Chris Van Hollen,6475 New Hampshire Avenue Suite C-201,"Hyattsville, MD 20783-3281",(301) 891-6982,(301) 891-6985,Van Hollen,20783-3281
ID02,US Representative,US House of Representatives,The Honorable Mike Simpson,410 Memorial Drive Suite 203,"Idaho Falls, ID 83402-3600",(208) 523-6701,(208) 523-2384,Simpson,83402-3600
CA51,US Representative,US House of Representatives,The Honorable Bob Filner,1101 Airport Road Suite D,"Imperial, CA 92215-1800",(760) 355-8800,(780) 355-8802,Filner,92215-1800
MO05,US Representative,US House of Representatives,The Honorable Emanuel Cleaver,211 West Maple Avenue ,"Independence, MO 64050-2815",(816) 833-4545,(816) 833-2991,Cleaver,64050-2815
PA09,US Representative,US House of Representatives,The Honorable Bill Shuster,827 Water Street Suite 3,"Indiana, PA 15701-3923",(724) 463-0516,(724) 463-0518,Shuster,15701-3923
IN07,US Representative,US House of Representatives,The Honorable Andre Carson,300 East Fall Creek Parkway North Drive Suite 300,"Indianapolis, IN 46205-4258",(317) 283-6516,(317) 283-6567,Carson,46205-4258
IN05,US Representative,US House of Representatives,The Honorable Dan Burton,8900 Keystone at the Crossing Suite 1050,"Indianapolis, IN 46240-7646",(317) 848-0201,(317) 846-7306,Burton,46240-7646
IA02,US Representative,US House of Representatives,The Honorable Dave Loebsack,125 South Dubuque Street ,"Iowa City, IA 52240-4003",(319) 351-0789,(319) 351-5789,Loebsack,52240-4003
MI01,US Representative,US House of Representatives,The Honorable Dan J. Benishek,500 South Stephenson Suite 500,"Iron Mountain, MI 49920-3420",(906) 875-3751,(906) 875-4744,Benishek,49920-3420
TX24,US Representative,US House of Representatives,The Honorable Kenny Marchant,9901 East Valley Ranch Parkway Suite 3035,"Irving, TX 75063-7186",(972) 556-0162,(972) 409-9704,Marchant,75063-7186
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,87000 Overseas Highway ,"Islamorada, FL 33036-3110",(305) 304-7789,,Ros-Lehtinen,33036-3110
NY22,US Representative,US House of Representatives,The Honorable Maurice D. Hinchey,123 South Cayuga Street Suite 201,"Ithaca, NY 14850-5582",(607) 273-1388,(607) 273-8847,Hinchey,14850-5582
NY07,US Representative,US House of Representatives,The Honorable Joseph Crowley,74-09 37th Avenue Suite 306-B,"Jackson Heights, NY 11372-6303",(718) 799-1400,(718) 505-0156,Crowley,11372-6303
MI07,US Representative,US House of Representatives,The Honorable Tim Walberg,800 West Ganson Street ,"Jackson, MI 49202-4203",(517) 780-9075,,Walberg,49202-4203
MS02,US Representative,US House of Representatives,The Honorable Bennie G. Thompson,3607 Medgar Evers Boulevard ,"Jackson, MS 39213-6364",(601) 946-9003,(601) 982-5337,Thompson,39213-6364
TN08,US Representative,US House of Representatives,The Honorable Stephen Lee Fincher,109 South Highland B-7,"Jackson, TN 38301-6123",(731) 423-4848,(731) 427-1537,Fincher,38301-6123
FL03,US Representative,US House of Representatives,The Honorable Corrine Brown,101 East Union Street Suite 202,"Jacksonville, FL 32202-6002",(904) 354-1652,(904) 354-2721,Brown,32202-6002
FL04,US Representative,US House of Representatives,The Honorable Ander Crenshaw,1061 Riverside Avenue Suite 100,"Jacksonville, FL 32204-4151",(904) 598-0481,(904) 598-0486,Crenshaw,32204-4151
IL18,US Representative,US House of Representatives,The Honorable Aaron Schock,209 West State Street ,"Jacksonville, IL 62650-2001",(217) 245-1431,(217) 243-6852,Schock,62650-2001
NY06,US Representative,US House of Representatives,The Honorable Gregory W. Meeks,153-01 Jamaica Avenue 2nd Floor,"Jamaica, NY 11432-3870",(718) 725-6000,(718) 725-9868,Meeks,11432-3870
NY27,US Representative,US House of Representatives,The Honorable Brian Higgins,Two East Second Street Suite 300,"Jamestown, NY 14701-5206",(716) 484-0729,(716) 484-1049,Higgins,14701-5206
WI01,US Representative,US House of Representatives,The Honorable Paul D. Ryan,20 South Main Street Suite 10,"Janesville, WI 53545-3959",(608) 752-4050,(608) 752-4711,Ryan,53545-3959
AL04,US Representative,US House of Representatives,The Honorable Robert B. Aderholt,1710 Alabama Avenue Suite 247,"Jasper, AL 35501-5400",(205) 221-2310,(205) 221-9035,Aderholt,35501-5400
MO04,US Representative,US House of Representatives,The Honorable Vicky Hartzler,2409 Hyde Park Road ,"Jefferson City, MO 65109-4732",,(573) 634-4177,Hartzler,65109-4732
IN09,US Representative,US House of Representatives,The Honorable Todd Young,279 Quartermaster Court ,"Jeffersonville, IN 47130-3669",(812) 288-3999,(812) 288-3873,Young,47130-3669
PA13,US Representative,US House of Representatives,The Honorable Allyson Y. Schwartz,706 West Avenue ,"Jenkintown, PA 19046-2710",(215) 517-6572,(215) 517-6575,Schwartz,19046-2710
NJ10,US Representative,US House of Representatives,The Honorable Donald M. Payne,253 Martin Luther King Jr. Drive ,"Jersey City, NJ 07305-3427",(201) 369-0392,(201) 369-0395,Payne,07305-3427
NJ09,US Representative,US House of Representatives,The Honorable Steve R. Rothman,130 Central Avenue ,"Jersey City, NJ 07306-2118",(201) 798-1366,(201) 798-1725,Rothman,07306-2118
NJ13,US Representative,US House of Representatives,The Honorable Albio Sires,35 Journal Square Suite 906,"Jersey City, NJ 07306-4317",(201) 222-2828,(201) 222-0188,Sires,07306-4317
PA12,US Representative,US House of Representatives,The Honorable Mark S. Critz,647 Main Street Suite 401,"Johnstown, PA 15901-2140",(814) 535-2642,(814) 539-6229,Critz,15901-2140
IL11,US Representative,US House of Representatives,The Honorable Adam Kinzinger,2701 Black Road Suite 201,"Joliet, IL 60435-8412",(815) 729-2308,(815) 729-2734,Kinzinger,60435-8412
AR01,US Representative,US House of Representatives,The Honorable Rick A. Crawford,2400 Highland Drive Suite 300,"Jonesboro, AR 72401-6229",(870) 203-0540,(870) 203-0542,Crawford,72401-6229
GA13,US Representative,US House of Representatives,The Honorable David A. Scott,173 North Main Street ,"Jonesboro, GA 30236-3567",(770) 210-5073,(770) 210-5673,Scott,30236-3567
MO07,US Representative,US House of Representatives,The Honorable Billy Long,2727 East 32nd Street Suite 2,"Joplin, MO 64804-3156",(417) 781-1041,(417) 781-2832,Long,64804-3156
AK01,US Representative,US House of Representatives,The Honorable Don Young,PO Box 21247 ,"Juneau, AK 99802-1247",(907) 586-7400,(907) 586-8922,Young,99802-1247
MI06,US Representative,US House of Representatives,The Honorable Fred Upton,157 South Kalamazoo Mall Suite 180,"Kalamazoo, MI 49007-4861",(269) 385-0039,(269) 385-2888,Upton,49007-4861
KS03,US Representative,US House of Representatives,The Honorable Kevin W. Yoder,500 State Avenue Room 176,"Kansas City, KS 66101-2409",(913) 621-0832,(913) 621-1533,Yoder,66101-2409
MO05,US Representative,US House of Representatives,The Honorable Emanuel Cleaver,101 West 31st Street ,"Kansas City, MO 64108-3318",(816) 842-4545,(816) 471-5215,Cleaver,64108-3318
AK01,US Representative,US House of Representatives,The Honorable Don Young,805 Frontage Road Suite 110,"Kenai, AK 99611-9104",(907) 283-7701,,Young,99611-9104
IN03,US Representative,US House of Representatives,The Honorable Marlin A. Stutzman,874 North Lima Road Suite B,"Kendallville, IN 46755-1152",(260) 599-0554,(260) 599-0557,Stutzman,46755-1152
WI01,US Representative,US House of Representatives,The Honorable Paul D. Ryan,5455 Sheridan Road Suite 125,"Kenosha, WI 53140-4129",(262) 654-1901,(262) 654-2156,Ryan,53140-4129
TX21,US Representative,US House of Representatives,The Honorable Lamar S. Smith,301 Junction Highway Suite 346-C,"Kerrville, TX 78029-4273",(830) 896-0154,(830) 896-0168,Smith,78029-4273
AK01,US Representative,US House of Representatives,The Honorable Don Young,540 Water Street Suite 101,"Ketchikan, AK 99901-6378",(907) 225-6880,(907) 225-0390,Young,99901-6378
NY09,US Representative,US House of Representatives,The Honorable Anthony D. Weiner,80-02 Kew Gardens Road Suite 5000,"Kew Gardens, NY 11415-3605",(718) 520-9001,(718) 520-9010,Weiner,11415-3605
FL18,US Representative,US House of Representatives,The Honorable Ileana Ros-Lehtinen,1100 Simonton Street Suite 205,"Key West, FL 33040-3110",(305) 304-7789,,Ros-Lehtinen,33040-3110
NY20,US Representative,US House of Representatives,The Honorable Chris P. Gibson,PO Box 775 ,"Kinderhook, NY 12106-0774",(518) 610-8133,(518) 610-8135,Gibson,12106-0774
TN01,US Representative,US House of Representatives,The Honorable Phil Roe,PO Box 1728 ,"Kingsport, TN 37662-1728",(423) 247-8161,(423) 247-0119,Roe,37662-1728
NY22,US Representative,US House of Representatives,The Honorable Maurice D. Hinchey,291 Wall Street ,"Kingston, NY 12401-3849",(845) 331-4466,(845) 331-7456,Hinchey,12401-3849
TX02,US Representative,US House of Representatives,The Honorable Ted Poe,1801 Kingwood Drive Suite 240,"Kingwood, TX 77339-3058",(281) 446-0242,(281) 446-0252,Poe,77339-3058
TN02,US Representative,US House of Representatives,The Honorable John J. Duncan,800 Market Street Suite 110,"Knoxville, TN 37902-2303",(865) 523-3772,(865) 544-0728,Duncan,37902-2303
IN02,US Representative,US House of Representatives,The Honorable Joe Donnelly,100 South Union Street ,"Kokomo, IN 46901-4608",,,Donnelly,46901-4608
WI03,US Representative,US House of Representatives,The Honorable Ron Kind,205 Fifth Avenue South Suite 400,"La Crosse, WI 54601-4059",(608) 782-2558,(608) 782-4588,Kind,54601-4059
OR02,US Representative,US House of Representatives,The Honorable Greg Walden,1211 Washington Avenue ,"La Grande, OR 97850-2535",(541) 624-2400,(541) 624-2402,Walden,97850-2535
IL03,US Representative,US House of Representatives,The Honorable Daniel W. Lipinski,26 South LaGrange Road Suite 204,"La Grange, IL 60525-2015",(708) 352-0524,(708) 352-0927,Lipinski,60525-2015
IN02,US Representative,US House of Representatives,The Honorable Joe Donnelly,813 Lincolnway Suite 100,"La Porte, IN 46350-3400",(219) 326-6808,,Donnelly,46350-3400
GA09,US Representative,US House of Representatives,The Honorable Tom Graves,108 West LaFayette Square Suite 102,"LaFayette, GA 30728-3507",(706) 638-7042,(706) 638-7049,Graves,30728-3507
LA07,US Representative,US House of Representatives,The Honorable Charles Boustany,800 Lafayette Street Suite 1400,"Lafayette, LA 70501-6800",(337) 235-6322,(337) 235-6072,Boustany,70501-6800
LA07,US Representative,US House of Representatives,The Honorable Charles Boustany,One Lakeshore Drive Suite 1775,"Lake Charles, LA 70629-0114",(337) 433-1747,(337) 433-0974,Boustany,70629-0114
FL04,US Representative,US House of Representatives,The Honorable Ander Crenshaw,212 North Marion Avenue Suite 209,"Lake City, FL 32055-3917",(386) 365-3316,,Crenshaw,32055-3917
TX14,US Representative,US House of Representatives,The Honorable Ron Paul,122 West Way Street Suite 301,"Lake Jackson, TX 77566-5245",(979) 285-0231,(979) 285-0271,Paul,77566-5245
FL12,US Representative,US House of Representatives,The Honorable Dennis A. Ross,170 Fitzgerald Road Suite 1,"Lakeland, FL 33813-2607",(863) 644-8215,(863) 648-0749,Ross,33813-2607
CO07,US Representative,US House of Representatives,The Honorable Ed G. Perlmutter,12600 West Colfax Avenue Suite B400,"Lakewood, CO 80215-3779",(303) 274-7944,(303) 274-6455,Perlmutter,80215-3779
OH10,US Representative,US House of Representatives,The Honorable Dennis J. Kucinich,14400 Detroit Avenue ,"Lakewood, OH 44107-4408",(216) 228-8850,(216) 228-6465,Kucinich,44107-4408
CO04,US Representative,US House of Representatives,The Honorable Cory Gardner,301 South Fifth Street ,"Lamar, CO 81052-2711",(719) 931-4003,(719) 931-4005,Gardner,81052-2711
OH07,US Representative,US House of Representatives,The Honorable Steve Austria,207 South Broad Street ,"Lancaster, OH 43130-4307",(740) 654-5149,(740) 654-7825,Austria,43130-4307
PA16,US Representative,US House of Representatives,The Honorable Joe R. Pitts,150 North Queen Street Suite 716,"Lancaster, PA 17603-3562",(717) 393-0667,(717) 393-0924,Pitts,17603-3562
PA08,US Representative,US House of Representatives,The Honorable Mike G. Fitzpatrick,1717 Langhorne Newtown Suite 400,"Langhorne, PA 19047-1086",(215) 579-8102,(215) 579-8109,Fitzpatrick,19047-1086
MI08,US Representative,US House of Representatives,The Honorable Mike J. Rogers,1000 West St. Joseph Street Suite 300,"Lansing, MI 48915-2552",(517) 702-8000,(517) 702-8642,Rogers,48915-2552
TX28,US Representative,US House of Representatives,The Honorable Henry Cuellar,602 East Calton Road Suite 2,"Laredo, TX 78041-3693",(956) 725-0639,(956) 424-3936,Cuellar,78041-3693
NM02,US Representative,US House of Representatives,The Honorable Steve E. Pearce,570 North Telshor Boulevard ,"Las Cruces, NM 88011-8223",(855) 473-2723,,Pearce,88011-8223
CA44,US Representative,US House of Representatives,The Honorable Ken Calvert,26111 Antonio Parkway Suite 300,"Las Flores, CA 92688-5597",(949) 888-8498,(949) 888-8524,Calvert,92688-5597
NM03,US Representative,US House of Representatives,The Honorable Ben Ray Lujan,PO Box 1368 ,"Las Vegas, NM 87701-1368",(505) 454-3038,(505) 454-3265,Lujan,87701-1368
NV02,US Representative,US House of Representatives,The Honorable Dean Heller,600 Las Vegas Boulevard South Room 680,"Las Vegas, NV 89101-6646",(702) 255-1651,(702) 255-1927,Heller,89101-6646
NV01,US Representative,US House of Representatives,The Honorable Shelley Berkley,2340 Paseo Del Prado Suite D-106,"Las Vegas, NV 89102-4340",(702) 220-9823,(702) 220-9841,Berkley,89102-4340
NV03,US Representative,US House of Representatives,The Honorable Joe Heck,8485 West Sunset Road Suite 300,"Las Vegas, NV 89113-2251",(702) 387-4941,(702) 837-0728,Heck,89113-2251
SC03,US Representative,US House of Representatives,The Honorable Jeff Duncan,200 Courthouse Public Square ,"Laurens, SC 29360",(864) 224-7401,(864) 225-7049,Duncan,29360
